<<<<<<< HEAD
InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Month,Day,Year,Hour,Revenue,Discount,ProductCategory,Region,Weekday,ReturnFlag,OrderType,PaymentMode,CalculatedRevenue
107396,5350,Keyboard,5,3261,32739,Uk,11,5,2025,4,9033,15,Electronics,East,Wednesday,0,Online,Upi,16290
107397,1222,Laptop,3,1901,68812,India,11,5,2025,5,5319,0,Accessories,North,Wednesday,0,Online,Card,5703
107398,1347,Mouse,1,4209,57380,Uk,11,5,2025,6,3036,0,Electronics,East,Wednesday,0,Store,Card,4209
107399,4869,Laptop,1,2150,42961,India,11,5,2025,7,12642,5,Electronics,South,Wednesday,0,Online,Cash,2145
107400,7708,Keyboard,1,1745,82350,Germany,11,5,2025,8,12804,10,Electronics,East,Wednesday,0,Store,Card,1735
107401,8949,Mouse,8,2823,38663,India,11,5,2025,9,14839,5,Electronics,East,Wednesday,0,Online,Upi,22579
107402,1788,Mouse,3,1044,69358,India,11,5,2025,10,16831,10,Accessories,West,Wednesday,0,Store,Card,3122
107403,3196,Keyboard,3,3508,32573,Usa,11,5,2025,11,19836,10,Electronics,North,Wednesday,0,Store,Card,10514
107404,4794,Keyboard,6,4495,28046,Uk,11,5,2025,12,4155,0,Accessories,East,Wednesday,0,Store,Upi,26970
107405,6165,Mouse,1,4731,61762,Germany,11,5,2025,13,8946,15,Accessories,North,Wednesday,0,Store,Card,4716
107406,9882,Monitor,6,2288,97815,Germany,11,5,2025,14,6817,0,Electronics,East,Wednesday,0,Store,Upi,13728
107407,7158,Mouse,5,1418,36989,Uk,11,5,2025,15,17512,15,Accessories,South,Wednesday,0,Store,Card,7075
107408,5844,Mouse,8,2447,20301,Uk,11,5,2025,16,2799,5,Electronics,North,Wednesday,0,Online,Cash,19571
107409,1547,Keyboard,2,608,20837,India,11,5,2025,17,13454,15,Electronics,North,Wednesday,0,Store,Upi,1201
107410,1727,Laptop,1,3372,54262,Germany,11,5,2025,18,6643,15,Accessories,North,Wednesday,0,Store,Card,3357
107411,2377,Keyboard,7,2201,80441,Usa,11,5,2025,19,664,0,Electronics,West,Wednesday,0,Online,Card,15407
107412,6946,Keyboard,4,697,74101,Uk,11,5,2025,20,12151,5,Electronics,West,Wednesday,0,Online,Cash,2783
107413,3981,Laptop,1,2778,28821,Usa,11,5,2025,21,8129,0,Electronics,South,Wednesday,0,Store,Cash,2778
107414,3168,Keyboard,6,3621,85142,Uk,11,5,2025,22,13968,15,Accessories,South,Wednesday,0,Store,Cash,21711
107415,7030,Laptop,5,1217,24838,Germany,11,5,2025,23,8185,5,Electronics,North,Wednesday,0,Online,Upi,6080
107416,8337,Monitor,9,2083,60330,Uk,11,6,2025,0,4208,15,Electronics,North,Thursday,0,Online,Upi,18732
107417,4950,Laptop,9,4463,86409,India,11,6,2025,1,2832,10,Electronics,North,Thursday,0,Online,Cash,40157
107418,8935,Laptop,5,3578,82707,Uk,11,6,2025,2,4027,15,Electronics,West,Thursday,0,Store,Upi,17875
107419,7607,Mouse,2,4014,73190,Uk,11,6,2025,3,9023,10,Accessories,South,Thursday,1,Online,Cash,8018
107420,7445,Monitor,7,2303,39792,Germany,11,6,2025,4,5740,0,Electronics,West,Thursday,0,Store,Upi,16121
107421,8807,Monitor,2,2518,78953,Germany,11,6,2025,5,2770,5,Electronics,North,Thursday,0,Store,Cash,5031
107422,2654,Keyboard,8,2535,44797,India,11,6,2025,6,6678,10,Accessories,North,Thursday,0,Store,Upi,20270
107423,7824,Laptop,6,2305,41532,India,11,6,2025,7,16789,15,Electronics,North,Thursday,0,Store,Cash,13815
107424,9618,Mouse,4,806,57943,India,11,6,2025,8,16875,15,Accessories,North,Thursday,0,Store,Cash,3209
107425,9929,Monitor,9,299,65568,Uk,11,6,2025,9,7556,10,Accessories,North,Thursday,0,Store,Cash,2681
107426,6201,Laptop,5,4178,28822,India,11,6,2025,10,10673,15,Accessories,South,Thursday,1,Store,Upi,20875
107427,7788,Monitor,4,2730,93896,Uk,11,6,2025,11,4070,15,Accessories,South,Thursday,1,Store,Upi,10905
107428,8996,Mouse,2,2709,88025,India,11,6,2025,12,8533,15,Electronics,North,Thursday,0,Store,Cash,5403
107429,8668,Laptop,6,3019,35442,Usa,11,6,2025,13,12235,15,Electronics,East,Thursday,0,Online,Card,18099
107430,9079,Monitor,3,2121,31755,Uk,11,6,2025,14,870,5,Electronics,South,Thursday,0,Online,Cash,6358
107431,8490,Laptop,2,4468,16206,Germany,11,6,2025,15,17222,5,Accessories,East,Thursday,1,Store,Upi,8931
107432,4431,Mouse,2,2402,46550,Uk,11,6,2025,16,18137,0,Electronics,East,Thursday,0,Store,Cash,4804
107433,7571,Laptop,6,2555,25378,India,11,6,2025,17,18731,0,Electronics,West,Thursday,0,Online,Cash,15330
107434,4693,Keyboard,9,2703,93737,Uk,11,6,2025,18,4618,15,Electronics,East,Thursday,0,Online,Card,24312
107435,8215,Laptop,3,871,90771,Uk,11,6,2025,19,17938,5,Accessories,East,Thursday,0,Online,Card,2608
107436,8291,Laptop,2,949,84573,Germany,11,6,2025,20,2719,5,Accessories,West,Thursday,0,Online,Upi,1893
107437,9411,Keyboard,6,982,35337,Uk,11,6,2025,21,17700,5,Accessories,North,Thursday,0,Online,Card,5887
107438,6294,Phone,2,1344,72102,Usa,11,6,2025,22,3145,15,Accessories,West,Thursday,0,Online,Upi,2673
107439,5276,Laptop,1,883,54212,Germany,11,6,2025,23,7287,15,Accessories,South,Thursday,0,Online,Card,868
107440,2489,Keyboard,6,1198,34598,Germany,11,7,2025,0,18997,10,Accessories,East,Friday,0,Store,Card,7178
107441,6743,Phone,5,4698,58110,Germany,11,7,2025,1,10355,15,Accessories,East,Friday,0,Store,Upi,23475
107442,6097,Mouse,1,1867,24878,Uk,11,7,2025,2,4724,10,Accessories,North,Friday,0,Online,Cash,1857
107443,5633,Keyboard,3,3987,96400,India,11,7,2025,3,7740,0,Electronics,East,Friday,0,Store,Upi,11961
107444,7086,Phone,2,2026,24744,Usa,11,7,2025,4,6939,10,Electronics,South,Friday,0,Online,Card,4042
107445,8658,Monitor,7,4141,37132,Germany,11,7,2025,5,18484,0,Accessories,North,Friday,1,Store,Card,28987
107446,2337,Mouse,6,3790,29926,Usa,11,7,2025,6,8539,5,Accessories,West,Friday,0,Online,Upi,22735
107447,4881,Monitor,7,4218,56924,Usa,11,7,2025,7,2310,15,Electronics,West,Friday,0,Store,Upi,29511
107448,7500,Monitor,1,1513,70484,India,11,7,2025,8,3731,0,Electronics,North,Friday,0,Store,Upi,1513
107449,8376,Keyboard,8,568,96230,India,11,7,2025,9,11309,10,Electronics,North,Friday,0,Online,Upi,4534
107450,8004,Keyboard,2,1609,44978,India,11,7,2025,10,766,15,Accessories,North,Friday,0,Online,Cash,3203
107451,8193,Phone,9,3540,28120,Uk,11,7,2025,11,5314,15,Electronics,South,Friday,0,Store,Upi,31845
107452,8694,Phone,8,3305,11948,Germany,11,7,2025,12,12279,10,Accessories,North,Friday,0,Online,Upi,26430
107453,9656,Phone,5,3551,63809,India,11,7,2025,13,17082,5,Accessories,East,Friday,0,Online,Cash,17750
107454,6471,Monitor,8,4967,98114,Uk,11,7,2025,14,2380,0,Accessories,South,Friday,0,Online,Card,39736
107455,3240,Mouse,7,1201,15724,Germany,11,7,2025,15,7114,0,Accessories,West,Friday,0,Online,Upi,8407
107456,6071,Laptop,7,2276,99653,Usa,11,7,2025,16,8115,10,Electronics,East,Friday,0,Online,Cash,15922
107457,7385,Laptop,1,2504,33667,Usa,11,7,2025,17,17341,5,Accessories,West,Friday,0,Store,Cash,2499
107458,1906,Phone,1,831,91755,Usa,11,7,2025,18,15835,10,Accessories,North,Friday,0,Store,Card,821
107459,7811,Mouse,9,3345,16229,Uk,11,7,2025,19,18596,0,Electronics,West,Friday,0,Store,Upi,30105
107460,5897,Laptop,8,339,90255,Uk,11,7,2025,20,12606,5,Accessories,South,Friday,1,Store,Card,2707
107461,9425,Mouse,6,4496,39713,India,11,7,2025,21,3853,5,Electronics,South,Friday,0,Store,Card,26971
107462,2906,Laptop,3,533,34734,Usa,11,7,2025,22,18802,15,Accessories,East,Friday,0,Store,Upi,1584
107463,9161,Keyboard,4,641,28578,Germany,11,7,2025,23,15207,0,Accessories,South,Friday,0,Online,Card,2564
107464,5031,Keyboard,4,950,22027,India,11,8,2025,0,13387,5,Electronics,South,Saturday,0,Store,Card,3795
107465,6161,Mouse,4,4471,81856,India,11,8,2025,1,7324,5,Electronics,North,Saturday,0,Store,Card,17879
107466,6939,Monitor,6,4321,16242,Germany,11,8,2025,2,16006,5,Electronics,South,Saturday,0,Online,Upi,25921
107467,6211,Keyboard,7,4619,51705,Germany,11,8,2025,3,8363,15,Electronics,South,Saturday,0,Store,Upi,32318
107468,9133,Phone,4,4182,95372,India,11,8,2025,4,6819,15,Electronics,North,Saturday,1,Online,Card,16713
107469,2505,Monitor,8,4625,46449,Usa,11,8,2025,5,5850,0,Accessories,West,Saturday,0,Online,Cash,37000
107470,7568,Laptop,1,2410,84436,Germany,11,8,2025,6,13369,15,Accessories,North,Saturday,0,Store,Cash,2395
107471,9773,Mouse,8,123,72308,Germany,11,8,2025,7,12524,15,Accessories,North,Saturday,0,Online,Cash,969
107472,2980,Monitor,7,2246,81580,Uk,11,8,2025,8,4930,15,Electronics,South,Saturday,0,Store,Upi,15707
107473,3294,Keyboard,5,1182,95246,Germany,11,8,2025,9,7191,0,Electronics,South,Saturday,0,Online,Cash,5910
107474,5274,Monitor,4,1299,18808,Usa,11,8,2025,10,4931,5,Accessories,South,Saturday,0,Store,Upi,5191
107475,7521,Mouse,4,3487,37138,Uk,11,8,2025,11,14942,10,Accessories,West,Saturday,1,Online,Upi,13938
107476,9629,Laptop,4,917,38930,Uk,11,8,2025,12,7193,0,Electronics,East,Saturday,0,Store,Cash,3668
107477,8161,Monitor,9,1676,16007,Usa,11,8,2025,13,15680,0,Accessories,North,Saturday,0,Online,Upi,15084
107478,8145,Monitor,1,2024,19559,India,11,8,2025,14,5023,10,Electronics,East,Saturday,0,Online,Cash,2014
107479,4970,Monitor,6,399,19880,India,11,8,2025,15,8205,15,Electronics,South,Saturday,0,Online,Upi,2379
107480,6807,Keyboard,9,3536,95468,Uk,11,8,2025,16,1012,0,Accessories,West,Saturday,0,Store,Card,31824
107481,2900,Laptop,5,3838,87148,Uk,11,8,2025,17,592,0,Accessories,West,Saturday,0,Online,Cash,19190
107482,5167,Monitor,6,2836,62958,India,11,8,2025,18,1061,15,Accessories,East,Saturday,0,Store,Card,17001
107483,2700,Monitor,6,240,86126,India,11,8,2025,19,1788,5,Electronics,South,Saturday,0,Online,Cash,1435
107484,1244,Monitor,5,3956,40947,Usa,11,8,2025,20,18593,0,Electronics,North,Saturday,0,Store,Cash,19780
107485,8707,Laptop,6,2285,52782,India,11,8,2025,21,5839,15,Electronics,West,Saturday,0,Store,Card,13695
107486,8241,Monitor,9,1405,89516,Germany,11,8,2025,22,10869,5,Accessories,North,Saturday,0,Online,Card,12640
107487,5596,Monitor,7,4743,23287,India,11,8,2025,23,19100,0,Electronics,South,Saturday,0,Store,Card,33201
107488,1130,Phone,8,4311,23162,Germany,11,9,2025,0,10000,10,Accessories,East,Sunday,1,Online,Cash,34478
107489,1811,Keyboard,5,2257,57383,Uk,11,9,2025,1,8179,15,Electronics,South,Sunday,0,Online,Cash,11270
107490,2005,Monitor,7,2272,32743,Uk,11,9,2025,2,14715,0,Electronics,East,Sunday,0,Store,Upi,15904
107491,7452,Keyboard,8,4568,70157,India,11,9,2025,3,15012,10,Electronics,North,Sunday,0,Store,Upi,36534
107492,2831,Monitor,2,1036,67231,India,11,9,2025,4,2465,5,Electronics,West,Sunday,0,Online,Card,2067
107493,3251,Monitor,8,2104,39900,Usa,11,9,2025,5,18753,5,Electronics,North,Sunday,0,Online,Card,16827
107494,8749,Monitor,7,2894,20425,Germany,11,9,2025,6,2899,10,Accessories,South,Sunday,0,Online,Card,20248
107495,8886,Phone,4,1798,17426,Germany,11,9,2025,7,7162,0,Accessories,South,Sunday,0,Store,Upi,7192
107496,7866,Laptop,7,1646,49863,Usa,11,9,2025,8,19086,0,Electronics,West,Sunday,0,Store,Upi,11522
107497,3785,Monitor,2,626,38974,Usa,11,9,2025,9,11445,15,Accessories,East,Sunday,1,Store,Cash,1237
107498,6218,Monitor,7,1406,13051,Germany,11,9,2025,10,11582,15,Accessories,West,Sunday,0,Online,Card,9827
107499,2802,Keyboard,6,1854,72150,India,11,9,2025,11,17120,15,Electronics,East,Sunday,0,Store,Card,11109
107500,8720,Keyboard,8,4203,96149,Germany,11,9,2025,12,9248,15,Accessories,West,Sunday,1,Online,Card,33609
107501,1763,Monitor,6,1751,98052,Germany,11,9,2025,13,12488,0,Electronics,South,Sunday,0,Online,Upi,10506
107502,7698,Keyboard,5,889,20600,Uk,11,9,2025,14,11136,5,Electronics,North,Sunday,0,Store,Upi,4440
107503,5603,Keyboard,5,4248,27107,Uk,11,9,2025,15,2688,15,Electronics,North,Sunday,0,Store,Cash,21225
107504,7816,Phone,5,1823,48878,Germany,11,9,2025,16,6437,10,Electronics,South,Sunday,0,Online,Upi,9105
107505,5056,Monitor,9,4607,92309,Germany,11,9,2025,17,15506,15,Accessories,East,Sunday,0,Online,Cash,41448
107506,2422,Mouse,8,634,61709,Uk,11,9,2025,18,6908,5,Electronics,North,Sunday,0,Store,Upi,5067
107507,7761,Phone,1,207,51095,Uk,11,9,2025,19,18129,10,Accessories,South,Sunday,0,Online,Card,197
107508,6679,Mouse,5,4616,93314,Uk,11,9,2025,20,19206,10,Accessories,East,Sunday,0,Store,Cash,23070
107509,5180,Laptop,3,581,69688,Usa,11,9,2025,21,15491,15,Electronics,North,Sunday,0,Online,Cash,1728
107510,4354,Phone,2,141,98636,Uk,11,9,2025,22,515,10,Electronics,West,Sunday,0,Online,Upi,272
107511,4093,Mouse,8,3251,87732,Uk,11,9,2025,23,15174,0,Accessories,West,Sunday,1,Online,Upi,26008
107512,5329,Mouse,8,1654,99844,Germany,11,10,2025,0,19634,0,Accessories,West,Monday,1,Store,Card,13232
107513,3354,Mouse,9,2475,60170,Usa,11,10,2025,1,15236,5,Electronics,West,Monday,0,Online,Cash,22270
107514,3540,Keyboard,4,2101,43707,India,11,10,2025,2,12931,10,Accessories,North,Monday,0,Store,Upi,8394
107515,3503,Laptop,4,1554,15531,India,11,10,2025,3,12444,15,Accessories,North,Monday,0,Online,Cash,6201
107516,1114,Laptop,8,2457,75689,Uk,11,10,2025,4,10160,5,Electronics,West,Monday,0,Online,Card,19651
107517,9349,Mouse,2,1373,33919,Uk,11,10,2025,5,5332,15,Accessories,North,Monday,1,Online,Card,2731
107518,3128,Mouse,1,1201,10987,Germany,11,10,2025,6,9815,10,Accessories,East,Monday,0,Online,Cash,1191
107519,2485,Laptop,4,1200,82260,Uk,11,10,2025,7,18261,5,Electronics,East,Monday,0,Store,Card,4795
107520,2360,Phone,6,680,48170,India,11,10,2025,8,2168,0,Electronics,South,Monday,0,Store,Card,4080
107521,9892,Keyboard,5,2674,59759,Uk,11,10,2025,9,3013,10,Electronics,South,Monday,0,Store,Upi,13360
107522,5290,Laptop,2,2787,80558,Germany,11,10,2025,10,17560,5,Electronics,South,Monday,0,Store,Upi,5569
107523,3941,Laptop,5,185,39616,Uk,11,10,2025,11,16632,0,Electronics,West,Monday,0,Store,Card,925
107524,4634,Phone,9,2351,83506,Germany,11,10,2025,12,10454,0,Accessories,East,Monday,0,Store,Cash,21159
107525,1795,Mouse,3,3720,62496,Uk,11,10,2025,13,7507,0,Accessories,South,Monday,0,Store,Upi,11160
107526,3822,Laptop,4,106,61084,India,11,10,2025,14,2662,0,Electronics,East,Monday,0,Store,Cash,424
107527,3237,Monitor,3,1571,34171,Usa,11,10,2025,15,13639,0,Accessories,North,Monday,0,Online,Upi,4713
107528,8228,Phone,3,4808,80991,Germany,11,10,2025,16,11013,15,Accessories,South,Monday,0,Store,Cash,14409
107529,1525,Mouse,6,2191,31690,India,11,10,2025,17,16199,0,Accessories,East,Monday,0,Online,Cash,13146
107530,4828,Monitor,4,181,65720,Usa,11,10,2025,18,7571,5,Electronics,East,Monday,0,Store,Upi,719
107531,8109,Keyboard,6,2682,84554,India,11,10,2025,19,16072,5,Accessories,North,Monday,0,Store,Cash,16087
107532,8501,Laptop,1,2112,20481,Uk,11,10,2025,20,19114,10,Accessories,South,Monday,0,Online,Upi,2102
107533,5612,Monitor,6,1135,46005,India,11,10,2025,21,3642,5,Accessories,South,Monday,0,Online,Upi,6805
107534,3002,Phone,1,459,70981,Usa,11,10,2025,22,15414,15,Electronics,North,Monday,0,Online,Cash,444
107535,4032,Phone,4,4430,34658,India,11,10,2025,23,12412,15,Electronics,East,Monday,0,Store,Upi,17705
107536,3000,Laptop,8,4082,12512,Germany,11,11,2025,0,8452,10,Electronics,West,Tuesday,1,Online,Upi,32646
107537,6957,Keyboard,4,3442,46825,Uk,11,11,2025,1,4683,15,Accessories,West,Tuesday,0,Store,Upi,13753
107538,3633,Monitor,7,186,54707,Usa,11,11,2025,2,3519,5,Accessories,East,Tuesday,0,Online,Upi,1297
107539,6675,Laptop,4,4364,92856,Germany,11,11,2025,3,2686,5,Electronics,South,Tuesday,0,Store,Card,17451
107540,6900,Phone,9,2419,82651,Germany,11,11,2025,4,5688,10,Electronics,East,Tuesday,0,Online,Card,21761
107541,9457,Laptop,9,2429,26270,Germany,11,11,2025,5,10514,0,Accessories,East,Tuesday,1,Online,Cash,21861
107542,4332,Mouse,9,4400,34937,Usa,11,11,2025,6,10994,0,Accessories,North,Tuesday,0,Online,Cash,39600
107543,9650,Phone,4,2219,26670,Usa,11,11,2025,7,19756,15,Accessories,North,Tuesday,1,Online,Card,8861
107544,4606,Keyboard,3,1257,91969,India,11,11,2025,8,14955,0,Electronics,West,Tuesday,0,Online,Card,3771
107545,7125,Monitor,6,1261,41838,Usa,11,11,2025,9,19642,0,Accessories,West,Tuesday,0,Store,Cash,7566
107546,6953,Keyboard,8,4641,90204,Usa,11,11,2025,10,15199,0,Accessories,South,Tuesday,1,Online,Upi,37128
107547,8359,Monitor,5,2769,15439,Uk,11,11,2025,11,11681,10,Accessories,South,Tuesday,0,Online,Upi,13835
107548,5221,Laptop,7,2936,60295,Germany,11,11,2025,12,16422,5,Electronics,North,Tuesday,0,Online,Upi,20547
107549,8131,Monitor,8,3006,16742,Germany,11,11,2025,13,15557,0,Accessories,North,Tuesday,0,Online,Cash,24048
107550,4197,Laptop,7,1180,59911,Usa,11,11,2025,14,16250,15,Accessories,North,Tuesday,0,Store,Upi,8245
107551,5421,Laptop,4,2157,10988,Germany,11,11,2025,15,5368,15,Electronics,North,Tuesday,0,Online,Card,8613
107552,5496,Keyboard,3,4762,24066,Germany,11,11,2025,16,14621,15,Electronics,West,Tuesday,0,Online,Card,14271
107553,7339,Keyboard,4,812,23156,Germany,11,11,2025,17,4875,5,Electronics,West,Tuesday,0,Store,Cash,3243
107554,6564,Laptop,6,4761,73815,India,11,11,2025,18,6695,0,Accessories,West,Tuesday,0,Online,Card,28566
107555,1704,Monitor,8,1438,67634,Germany,11,11,2025,19,14277,15,Accessories,North,Tuesday,0,Store,Card,11489
107556,8280,Mouse,3,1549,60253,India,11,11,2025,20,10351,10,Accessories,South,Tuesday,0,Store,Upi,4637
107557,7821,Phone,2,169,27678,India,11,11,2025,21,15826,15,Accessories,East,Tuesday,0,Online,Cash,323
107558,1940,Laptop,3,3352,33921,Germany,11,11,2025,22,14550,0,Accessories,East,Tuesday,0,Store,Upi,10056
107559,9655,Mouse,6,1663,44000,Usa,11,11,2025,23,14965,15,Accessories,South,Tuesday,0,Online,Upi,9963
107560,6945,Mouse,3,2351,98093,Usa,11,12,2025,0,3381,5,Electronics,South,Wednesday,0,Store,Card,7048
107561,1764,Keyboard,4,2945,73501,Germany,11,12,2025,1,2537,15,Electronics,East,Wednesday,0,Store,Card,11765
107562,5422,Keyboard,3,3207,12843,Usa,11,12,2025,2,5342,0,Accessories,West,Wednesday,0,Store,Card,9621
107563,8524,Laptop,9,4782,12864,India,11,12,2025,3,7447,10,Electronics,West,Wednesday,0,Online,Upi,43028
107564,3518,Keyboard,5,2823,41291,Uk,11,12,2025,4,16488,5,Accessories,East,Wednesday,0,Online,Upi,14110
107565,9395,Phone,7,971,28815,Uk,11,12,2025,5,1361,15,Accessories,South,Wednesday,1,Online,Upi,6782
107566,4765,Laptop,5,3547,46632,Germany,11,12,2025,6,11035,0,Electronics,West,Wednesday,0,Online,Card,17735
107567,3035,Mouse,1,371,99628,Germany,11,12,2025,7,15830,0,Accessories,East,Wednesday,0,Store,Cash,371
107568,4207,Keyboard,3,4233,27614,Uk,11,12,2025,8,7582,10,Accessories,West,Wednesday,0,Online,Upi,12689
107569,5722,Monitor,8,1551,63725,Germany,11,12,2025,9,6579,15,Accessories,South,Wednesday,0,Store,Card,12393
107570,7192,Laptop,5,3638,53435,Uk,11,12,2025,10,4487,15,Electronics,East,Wednesday,0,Online,Card,18175
107571,9349,Mouse,7,868,69397,India,11,12,2025,11,8879,0,Electronics,East,Wednesday,0,Store,Upi,6076
107572,2753,Mouse,7,2092,59204,Uk,11,12,2025,12,12508,0,Accessories,East,Wednesday,0,Store,Card,14644
107573,9641,Monitor,6,3508,56443,India,11,12,2025,13,11788,5,Electronics,North,Wednesday,0,Online,Cash,21043
107574,5748,Laptop,6,3144,34843,Germany,11,12,2025,14,17081,0,Accessories,East,Wednesday,0,Online,Upi,18864
107575,2150,Monitor,3,128,96929,Uk,11,12,2025,15,510,5,Electronics,North,Wednesday,0,Online,Upi,379
107576,9337,Keyboard,3,269,34068,Usa,11,12,2025,16,6206,5,Accessories,North,Wednesday,0,Online,Cash,802
107577,4140,Mouse,2,4906,22986,Germany,11,12,2025,17,7405,15,Electronics,West,Wednesday,0,Online,Cash,9797
107578,6584,Phone,3,2691,18639,India,11,12,2025,18,8132,0,Electronics,East,Wednesday,0,Store,Card,8073
107579,7282,Phone,6,4292,16063,India,11,12,2025,19,14682,5,Electronics,South,Wednesday,1,Store,Cash,25747
107580,1120,Phone,9,456,41775,Uk,11,12,2025,20,2468,5,Electronics,East,Wednesday,0,Store,Card,4099
107581,2993,Phone,4,2504,83454,Usa,11,12,2025,21,6078,10,Electronics,North,Wednesday,0,Online,Cash,10006
107582,7177,Mouse,6,2923,23914,Usa,11,12,2025,22,1566,5,Electronics,West,Wednesday,0,Store,Card,17533
107583,3922,Phone,8,4612,10368,Usa,11,12,2025,23,11624,10,Electronics,South,Wednesday,0,Online,Card,36886
107584,1083,Laptop,7,3581,57695,Germany,11,13,2025,0,19301,15,Accessories,North,Thursday,0,Store,Upi,25052
107585,1209,Mouse,3,3177,60540,Germany,11,13,2025,1,19554,10,Electronics,East,Thursday,1,Store,Card,9521
107586,8437,Keyboard,3,1537,60701,Usa,11,13,2025,2,1435,10,Electronics,West,Thursday,0,Online,Upi,4601
107587,2381,Monitor,6,4969,10127,Usa,11,13,2025,3,2804,0,Accessories,West,Thursday,0,Store,Upi,29814
107588,1903,Keyboard,3,1705,28279,Germany,11,13,2025,4,11633,15,Electronics,West,Thursday,0,Store,Cash,5100
107589,6060,Keyboard,3,1463,41341,Germany,11,13,2025,5,5730,10,Accessories,West,Thursday,0,Online,Card,4379
107590,2070,Mouse,6,3646,76571,India,11,13,2025,6,5008,0,Accessories,South,Thursday,0,Store,Upi,21876
107591,6877,Keyboard,6,4984,68579,India,11,13,2025,7,13837,10,Accessories,West,Thursday,0,Store,Upi,29894
107592,5896,Keyboard,3,4298,83309,Uk,11,13,2025,8,6495,5,Accessories,North,Thursday,0,Store,Cash,12889
107593,6839,Keyboard,1,983,59258,Uk,11,13,2025,9,12168,15,Accessories,West,Thursday,0,Store,Card,968
107594,5423,Keyboard,7,4095,46313,Uk,11,13,2025,10,1258,10,Accessories,West,Thursday,0,Store,Card,28655
107595,8004,Monitor,4,1831,60387,Germany,11,13,2025,11,19571,15,Electronics,East,Thursday,0,Store,Upi,7309
107596,6802,Mouse,6,1187,44638,India,11,13,2025,12,2147,15,Electronics,West,Thursday,0,Online,Upi,7107
107597,4737,Laptop,2,4683,24161,Germany,11,13,2025,13,1174,0,Accessories,East,Thursday,0,Store,Card,9366
107598,1138,Mouse,3,4754,61824,Usa,11,13,2025,14,8646,5,Accessories,South,Thursday,0,Online,Upi,14257
107599,3461,Keyboard,6,1915,36525,Usa,11,13,2025,15,17620,0,Electronics,East,Thursday,0,Online,Card,11490
107600,2182,Laptop,2,228,33796,India,11,13,2025,16,12947,0,Accessories,North,Thursday,0,Online,Cash,456
107601,1140,Laptop,3,1128,73901,Germany,11,13,2025,17,10026,10,Electronics,West,Thursday,0,Store,Cash,3374
107602,3458,Phone,7,2751,15947,Uk,11,13,2025,18,5899,15,Accessories,East,Thursday,1,Online,Card,19242
107603,2859,Mouse,7,391,12096,India,11,13,2025,19,4924,5,Electronics,North,Thursday,0,Online,Card,2732
107604,1690,Monitor,4,1213,42050,Germany,11,13,2025,20,13235,15,Electronics,East,Thursday,0,Store,Cash,4837
107605,3811,Laptop,2,829,63574,India,11,13,2025,21,10315,10,Accessories,East,Thursday,0,Online,Card,1648
107606,5558,Phone,1,4765,85582,Germany,11,13,2025,22,12450,5,Accessories,West,Thursday,0,Store,Cash,4760
107607,2603,Mouse,6,1840,56535,Usa,11,13,2025,23,8537,15,Accessories,West,Thursday,0,Store,Card,11025
107608,3457,Mouse,7,1962,33279,Usa,11,14,2025,0,6362,5,Accessories,South,Friday,0,Store,Upi,13729
107609,1181,Monitor,6,2164,40955,India,11,14,2025,1,3997,0,Electronics,North,Friday,0,Store,Upi,12984
107610,1453,Mouse,4,163,44065,Uk,11,14,2025,2,6198,10,Electronics,South,Friday,0,Online,Upi,642
107611,2416,Keyboard,1,2758,40129,Usa,11,14,2025,3,4778,15,Accessories,West,Friday,0,Store,Cash,2743
107612,5075,Monitor,3,4571,70184,Usa,11,14,2025,4,10012,0,Electronics,East,Friday,0,Online,Upi,13713
107613,6994,Laptop,1,4086,81904,India,11,14,2025,5,6118,5,Electronics,West,Friday,0,Online,Upi,4081
107614,8094,Laptop,5,1328,73792,Germany,11,14,2025,6,16015,10,Accessories,West,Friday,0,Online,Cash,6630
107615,6665,Monitor,3,165,44379,Usa,11,14,2025,7,11267,15,Accessories,East,Friday,1,Store,Card,480
107616,6551,Mouse,1,3889,35876,Usa,11,14,2025,8,6462,5,Accessories,West,Friday,0,Store,Cash,3884
107617,9420,Phone,6,4221,17187,Germany,11,14,2025,9,2120,5,Electronics,West,Friday,0,Store,Upi,25321
107618,3300,Phone,4,4616,81812,Germany,11,14,2025,10,2879,10,Electronics,North,Friday,1,Store,Cash,18454
107619,8182,Phone,9,2928,96582,India,11,14,2025,11,2232,15,Accessories,North,Friday,0,Online,Card,26337
107620,9430,Phone,4,2420,14932,Usa,11,14,2025,12,6773,0,Accessories,North,Friday,0,Online,Upi,9680
107621,6109,Phone,1,3806,21733,India,11,14,2025,13,6969,0,Electronics,West,Friday,1,Store,Card,3806
107622,8564,Mouse,7,3482,29308,Germany,11,14,2025,14,1459,15,Accessories,West,Friday,0,Online,Upi,24359
107623,2237,Phone,7,3809,81770,India,11,14,2025,15,14292,10,Accessories,North,Friday,0,Store,Upi,26653
107624,8908,Mouse,9,1493,29470,Usa,11,14,2025,16,10811,15,Accessories,West,Friday,0,Store,Upi,13422
107625,6076,Keyboard,7,4525,11254,India,11,14,2025,17,19576,0,Electronics,North,Friday,0,Store,Cash,31675
107626,2993,Laptop,4,282,40228,Uk,11,14,2025,18,17805,0,Electronics,West,Friday,0,Store,Card,1128
